Planet Name,Type,Mass (Earth),Orbit Radius (AU),Discovery Year,Discovered By
Planet-27288,Gas Giant,613.59,79.575,1992,TESS
Planet-27289,Gas Giant,486.26,39.75,1920,Hubble
Planet-27290,Terrestrial,978.89,98.442,1990,Chandra
Planet-27291,Ice Giant,82.46,37.811,1902,TESS
Planet-27292,Exoplanet,772.19,70.192,1945,James Webb
Planet-27293,Ice Giant,120.36,51.711,1971,Ground Telescope
Planet-27294,Exoplanet,708.29,70.031,1909,Voyager
Planet-27295,Exoplanet,516.99,35.652,1965,Voyager
Planet-27296,Exoplanet,705.56,24.537,1921,Voyager
Planet-27297,Ice Giant,320.41,92.644,1984,Ground Telescope
Planet-27298,Dwarf Planet,816.63,79.313,1921,Voyager
Planet-27299,Dwarf Planet,395.83,76.142,2022,Kepler
Planet-27300,Terrestrial,242.53,20.862,1975,Chandra
Planet-27301,Exoplanet,561.26,7.259,1902,Spitzer
Planet-27302,Exoplanet,186.42,5.537,1918,Spitzer
Planet-27303,Terrestrial,169.44,18.531,1925,Chandra
Planet-27304,Terrestrial,203.65,62.527,1986,James Webb
Planet-27305,Exoplanet,890.2,82.529,1930,Voyager
Planet-27306,Exoplanet,555.02,94.28,2000,Hubble
Planet-27307,Ice Giant,809.64,88.827,1950,Hubble
Planet-27308,Gas Giant,727.87,75.948,2007,JWST
Planet-27309,Terrestrial,29.63,67.28,1951,Voyager
Planet-27310,Gas Giant,606.83,31.544,1962,Chandra
Planet-27311,Dwarf Planet,118.49,38.629,1955,Galileo
Planet-27312,Ice Giant,102.88,5.442,2020,Spitzer
Planet-27313,Terrestrial,476.47,7.08,1951,James Webb
Planet-27314,Exoplanet,732.98,97.138,1916,James Webb
Planet-27315,Dwarf Planet,25.11,63.51,1915,James Webb
Planet-27316,Ice Giant,911.4,83.522,2022,Chandra
Planet-27317,Exoplanet,104.33,84.748,1964,James Webb
Planet-27318,Terrestrial,51.69,40.466,2023,Hubble
Planet-27319,Exoplanet,424.03,65.142,2016,Kepler
Planet-27320,Ice Giant,985.18,57.902,1972,Kepler
Planet-27321,Ice Giant,342.34,67.374,1919,Voyager
Planet-27322,Ice Giant,669.66,49.789,1916,Spitzer
Planet-27323,Ice Giant,833.52,35.145,1907,James Webb
Planet-27324,Terrestrial,346.78,90.474,1925,Spitzer
Planet-27325,Terrestrial,531.26,74.864,1962,Ground Telescope
Planet-27326,Terrestrial,721.31,65.381,1981,Chandra
Planet-27327,Ice Giant,403.09,30.658,1934,JWST
Planet-27328,Ice Giant,303.81,14.002,1904,Voyager
Planet-27329,Terrestrial,957.4,62.277,2000,Kepler
Planet-27330,Gas Giant,636.48,71.907,2006,James Webb
Planet-27331,Dwarf Planet,486.08,64.894,1966,Spitzer
Planet-27332,Gas Giant,863.78,4.179,2015,Voyager
Planet-27333,Dwarf Planet,498.16,95.474,1943,Spitzer
Planet-27334,Dwarf Planet,604.45,35.147,1925,Spitzer
Planet-27335,Exoplanet,70.39,38.952,1920,JWST
Planet-27336,Terrestrial,428.84,73.746,1977,James Webb
Planet-27337,Gas Giant,867.63,36.071,2024,JWST
Planet-27338,Terrestrial,696.69,72.655,1956,TESS
Planet-27339,Ice Giant,153.77,53.299,1953,Ground Telescope
Planet-27340,Gas Giant,608.43,35.657,1907,Galileo
Planet-27341,Exoplanet,211.93,30.284,1996,Galileo
Planet-27342,Gas Giant,301.72,76.028,1994,Chandra
Planet-27343,Gas Giant,327.41,83.76,2023,Kepler
Planet-27344,Gas Giant,339.42,10.365,2006,Hubble
Planet-27345,Ice Giant,752.96,58.642,1998,Chandra
Planet-27346,Gas Giant,280.74,60.291,1915,JWST
Planet-27347,Dwarf Planet,614.45,98.678,2002,Voyager
Planet-27348,Exoplanet,542.1,11.115,2006,Spitzer
Planet-27349,Terrestrial,6.79,91.124,1917,TESS
Planet-27350,Gas Giant,209.55,71.567,1936,Kepler
Planet-27351,Ice Giant,414.44,28.107,1924,Hubble
Planet-27352,Terrestrial,311.19,29.529,1912,JWST
Planet-27353,Gas Giant,205.65,45.079,1915,TESS
Planet-27354,Gas Giant,399.9,3.898,1944,Kepler
Planet-27355,Exoplanet,761.5,93.795,2022,James Webb
Planet-27356,Terrestrial,488.06,54.07,1981,Chandra
Planet-27357,Ice Giant,970.49,48.396,2007,Spitzer
Planet-27358,Dwarf Planet,421.55,66.078,2007,Ground Telescope
Planet-27359,Exoplanet,689.75,79.608,2025,Ground Telescope
Planet-27360,Gas Giant,849.86,68.0,1919,TESS
Planet-27361,Gas Giant,744.7,54.577,1992,Galileo
Planet-27362,Ice Giant,668.07,81.658,1912,James Webb
Planet-27363,Gas Giant,895.6,82.588,2025,TESS
Planet-27364,Terrestrial,180.8,22.653,1935,Voyager
Planet-27365,Terrestrial,712.75,48.962,1988,Chandra
Planet-27366,Exoplanet,680.88,9.244,1973,Voyager
Planet-27367,Exoplanet,334.26,75.279,1939,James Webb
Planet-27368,Ice Giant,964.48,46.368,1907,Ground Telescope
Planet-27369,Gas Giant,427.45,38.367,1972,Spitzer
Planet-27370,Gas Giant,257.35,56.274,1916,James Webb
Planet-27371,Terrestrial,310.29,74.557,1938,James Webb
Planet-27372,Exoplanet,711.7,96.918,1917,TESS
Planet-27373,Ice Giant,506.38,16.82,1948,JWST
Planet-27374,Ice Giant,170.44,87.68,1944,Voyager
Planet-27375,Exoplanet,807.45,57.549,1930,Hubble
Planet-27376,Ice Giant,660.33,70.725,1967,JWST
Planet-27377,Exoplanet,962.57,74.019,1952,Voyager
Planet-27378,Exoplanet,168.79,15.098,1959,Galileo
Planet-27379,Terrestrial,933.34,48.002,1922,Ground Telescope
Planet-27380,Ice Giant,674.07,87.03,1957,Galileo
Planet-27381,Gas Giant,808.86,58.244,2000,Galileo
Planet-27382,Ice Giant,927.26,47.624,1900,TESS
Planet-27383,Ice Giant,879.62,88.924,1947,Kepler
Planet-27384,Dwarf Planet,913.91,80.17,1904,Spitzer
Planet-27385,Exoplanet,958.9,44.54,1985,Spitzer
Planet-27386,Exoplanet,961.34,43.47,1923,Chandra
Planet-27387,Gas Giant,224.62,46.673,1950,TESS
Planet-27388,Exoplanet,882.45,59.207,1948,TESS
Planet-27389,Dwarf Planet,996.03,6.968,1915,TESS
Planet-27390,Dwarf Planet,318.14,82.512,1951,Spitzer
Planet-27391,Ice Giant,384.3,89.895,1902,TESS
Planet-27392,Ice Giant,394.82,84.93,2022,James Webb
Planet-27393,Ice Giant,684.94,91.849,2015,Ground Telescope
Planet-27394,Dwarf Planet,242.95,48.576,1970,Spitzer
Planet-27395,Ice Giant,764.27,80.091,2000,James Webb
Planet-27396,Exoplanet,355.77,24.679,1917,Hubble
Planet-27397,Terrestrial,461.59,20.021,2025,Chandra
Planet-27398,Ice Giant,489.5,61.37,1953,Galileo
Planet-27399,Ice Giant,314.86,38.989,1924,Spitzer
Planet-27400,Dwarf Planet,864.22,23.9,1925,JWST
Planet-27401,Exoplanet,394.12,47.805,1941,Kepler
Planet-27402,Dwarf Planet,942.84,84.62,1957,Kepler
Planet-27403,Terrestrial,426.28,79.919,1942,Hubble
Planet-27404,Gas Giant,308.3,85.997,1982,JWST
Planet-27405,Dwarf Planet,537.03,65.294,2019,JWST
Planet-27406,Terrestrial,799.49,88.015,1909,JWST
Planet-27407,Terrestrial,212.8,15.992,1956,Hubble
Planet-27408,Dwarf Planet,229.84,57.041,2024,Spitzer
Planet-27409,Ice Giant,876.07,78.509,1906,James Webb
Planet-27410,Gas Giant,695.42,91.586,2015,Hubble
Planet-27411,Gas Giant,522.3,99.798,2019,TESS
Planet-27412,Exoplanet,12.91,64.261,1992,Voyager
Planet-27413,Exoplanet,873.9,32.305,1965,James Webb
Planet-27414,Dwarf Planet,390.68,37.612,1997,James Webb
Planet-27415,Dwarf Planet,493.57,78.719,1950,Galileo
Planet-27416,Gas Giant,128.79,89.028,1979,Kepler
Planet-27417,Gas Giant,780.32,10.067,1993,James Webb
Planet-27418,Ice Giant,357.81,43.934,1999,Hubble
Planet-27419,Gas Giant,971.39,82.057,1970,James Webb
Planet-27420,Ice Giant,480.72,98.661,2023,JWST
Planet-27421,Exoplanet,398.83,47.719,2010,Galileo
Planet-27422,Dwarf Planet,811.62,12.496,2005,Kepler
Planet-27423,Gas Giant,997.18,14.317,1968,Hubble
Planet-27424,Gas Giant,148.44,3.797,1946,Voyager
Planet-27425,Exoplanet,707.16,66.891,1986,JWST
Planet-27426,Exoplanet,417.49,82.217,1981,Ground Telescope
Planet-27427,Exoplanet,637.87,33.801,1959,JWST
Planet-27428,Exoplanet,855.82,49.989,1919,Galileo
Planet-27429,Ice Giant,490.94,93.989,2024,Voyager
Planet-27430,Ice Giant,233.28,54.784,2009,Kepler
Planet-27431,Terrestrial,147.78,79.735,1931,Galileo
Planet-27432,Terrestrial,191.71,54.849,2008,TESS
Planet-27433,Dwarf Planet,574.45,69.979,1916,Hubble
Planet-27434,Gas Giant,41.14,77.746,1929,TESS
Planet-27435,Gas Giant,2.68,86.152,1905,TESS
Planet-27436,Exoplanet,45.32,42.847,1986,Galileo
Planet-27437,Dwarf Planet,668.15,58.741,1971,Hubble
Planet-27438,Exoplanet,777.41,51.226,1979,Chandra
Planet-27439,Dwarf Planet,762.13,98.496,2007,TESS
Planet-27440,Ice Giant,131.67,89.079,1912,Hubble
Planet-27441,Exoplanet,657.46,42.716,1902,JWST
Planet-27442,Terrestrial,932.29,61.916,1929,Kepler
Planet-27443,Gas Giant,530.04,17.354,1998,Hubble
Planet-27444,Dwarf Planet,152.68,9.706,2022,TESS
Planet-27445,Ice Giant,893.49,27.043,2003,Chandra
Planet-27446,Terrestrial,430.13,30.537,1971,Chandra
Planet-27447,Dwarf Planet,176.43,89.784,2019,JWST
Planet-27448,Exoplanet,478.64,30.937,2020,Ground Telescope
Planet-27449,Gas Giant,408.86,25.407,1909,James Webb
Planet-27450,Exoplanet,497.85,67.108,1910,Chandra
Planet-27451,Gas Giant,882.76,20.05,1939,Voyager
Planet-27452,Gas Giant,867.03,49.475,1928,Spitzer
Planet-27453,Gas Giant,785.06,87.805,1913,Kepler
Planet-27454,Exoplanet,316.04,56.949,1996,Galileo
Planet-27455,Ice Giant,267.83,4.385,1907,Hubble
Planet-27456,Dwarf Planet,733.55,23.536,1986,Ground Telescope
Planet-27457,Dwarf Planet,708.61,74.636,2010,Spitzer
Planet-27458,Terrestrial,817.25,76.635,2005,Hubble
Planet-27459,Dwarf Planet,490.17,53.693,1932,Ground Telescope
Planet-27460,Dwarf Planet,388.17,45.883,1963,Spitzer
Planet-27461,Terrestrial,636.18,82.893,2003,Kepler
Planet-27462,Dwarf Planet,227.33,32.918,2000,Kepler
Planet-27463,Ice Giant,344.29,82.335,1968,James Webb
Planet-27464,Terrestrial,405.21,98.126,1942,JWST
Planet-27465,Gas Giant,969.55,10.022,1965,Voyager
Planet-27466,Exoplanet,6.06,3.966,1921,Chandra
Planet-27467,Gas Giant,170.6,40.578,1998,Galileo
Planet-27468,Terrestrial,107.51,10.515,1937,Ground Telescope
Planet-27469,Gas Giant,117.6,39.243,1980,Spitzer
Planet-27470,Exoplanet,355.47,11.085,1958,Voyager
Planet-27471,Exoplanet,654.19,63.254,1990,James Webb
Planet-27472,Exoplanet,238.55,66.654,1947,TESS
Planet-27473,Dwarf Planet,576.97,95.502,1929,Spitzer
Planet-27474,Terrestrial,91.33,28.708,2020,JWST
Planet-27475,Exoplanet,620.05,34.422,1951,James Webb
Planet-27476,Exoplanet,379.82,29.2,2019,Kepler
Planet-27477,Ice Giant,476.74,50.729,1938,Chandra
Planet-27478,Terrestrial,709.77,18.926,1992,James Webb
Planet-27479,Ice Giant,966.22,96.549,1914,Ground Telescope
Planet-27480,Terrestrial,415.7,28.622,2024,JWST
Planet-27481,Exoplanet,897.36,84.922,1916,Voyager
Planet-27482,Ice Giant,516.88,0.671,1974,James Webb
Planet-27483,Dwarf Planet,320.96,14.905,1940,Hubble
Planet-27484,Gas Giant,889.16,80.753,2019,James Webb
Planet-27485,Dwarf Planet,689.6,18.637,2018,Chandra
Planet-27486,Gas Giant,936.37,57.093,1961,James Webb
Planet-27487,Dwarf Planet,189.52,80.279,1964,Hubble
Planet-27488,Dwarf Planet,773.56,41.58,1938,JWST
Planet-27489,Gas Giant,592.08,45.802,2009,Chandra
Planet-27490,Exoplanet,947.58,0.672,2013,Chandra
Planet-27491,Exoplanet,174.59,39.039,1977,Kepler
Planet-27492,Dwarf Planet,760.77,66.831,1931,Kepler
Planet-27493,Dwarf Planet,867.91,43.214,2006,Galileo
Planet-27494,Ice Giant,763.59,74.8,2008,Voyager
Planet-27495,Exoplanet,834.12,71.587,1904,Spitzer
Planet-27496,Ice Giant,798.04,41.286,1962,Galileo
Planet-27497,Ice Giant,786.79,69.296,1967,Ground Telescope
Planet-27498,Ice Giant,584.52,35.954,1978,Galileo
Planet-27499,Ice Giant,354.34,31.602,1948,Chandra
Planet-27500,Gas Giant,194.11,76.371,2007,Voyager
Planet-27501,Ice Giant,723.7,71.851,1915,Chandra
Planet-27502,Ice Giant,111.89,24.107,2016,James Webb
Planet-27503,Dwarf Planet,1.43,38.86,1980,James Webb
Planet-27504,Terrestrial,509.76,0.019,1932,Chandra
Planet-27505,Terrestrial,321.8,89.03,1918,James Webb
Planet-27506,Ice Giant,587.34,25.51,2012,Hubble
Planet-27507,Ice Giant,225.34,67.426,2004,JWST
Planet-27508,Gas Giant,159.31,96.698,1967,James Webb
Planet-27509,Terrestrial,544.18,81.928,1939,Kepler
Planet-27510,Ice Giant,415.76,22.06,1923,Voyager
Planet-27511,Dwarf Planet,391.23,94.99,1933,Voyager
Planet-27512,Gas Giant,852.99,92.09,1955,Hubble
Planet-27513,Ice Giant,813.0,74.379,1925,TESS
Planet-27514,Ice Giant,266.44,98.471,1906,Voyager
Planet-27515,Terrestrial,345.8,96.781,1945,James Webb
Planet-27516,Dwarf Planet,61.15,2.272,1959,Voyager
Planet-27517,Terrestrial,681.63,93.612,1987,JWST
Planet-27518,Gas Giant,978.98,33.044,1914,Voyager
Planet-27519,Terrestrial,114.52,35.587,1907,James Webb
Planet-27520,Exoplanet,660.98,20.961,2015,Kepler
Planet-27521,Exoplanet,49.76,4.182,1915,Ground Telescope
Planet-27522,Gas Giant,797.15,49.737,1907,TESS
Planet-27523,Terrestrial,329.18,10.853,1907,Hubble
Planet-27524,Exoplanet,11.2,12.757,1900,Chandra
Planet-27525,Dwarf Planet,543.69,62.729,1970,Ground Telescope
Planet-27526,Dwarf Planet,261.47,6.798,2008,Ground Telescope
Planet-27527,Dwarf Planet,387.65,21.983,2005,James Webb
Planet-27528,Dwarf Planet,677.72,56.208,1900,Galileo
Planet-27529,Ice Giant,817.77,73.01,2002,Chandra
Planet-27530,Dwarf Planet,393.97,10.056,2018,Chandra
Planet-27531,Terrestrial,88.4,72.981,1986,James Webb
Planet-27532,Terrestrial,30.55,0.108,2014,Ground Telescope
Planet-27533,Dwarf Planet,815.59,35.894,1983,James Webb
Planet-27534,Exoplanet,907.18,15.587,1958,Voyager
Planet-27535,Exoplanet,289.21,37.224,2003,James Webb
Planet-27536,Dwarf Planet,585.74,44.789,2011,Galileo
Planet-27537,Dwarf Planet,270.86,64.921,1991,Spitzer
Planet-27538,Terrestrial,976.59,69.758,1994,Galileo
Planet-27539,Ice Giant,684.34,7.41,1983,Ground Telescope
Planet-27540,Ice Giant,132.12,73.693,1923,Chandra
Planet-27541,Dwarf Planet,473.25,80.698,1932,Kepler
Planet-27542,Dwarf Planet,115.64,85.599,2006,Kepler
Planet-27543,Exoplanet,340.64,84.343,1907,James Webb
Planet-27544,Dwarf Planet,808.2,83.934,1992,James Webb
Planet-27545,Exoplanet,699.78,37.34,1951,TESS
Planet-27546,Exoplanet,360.61,62.722,1928,Chandra
Planet-27547,Ice Giant,416.97,87.268,1928,Ground Telescope
Planet-27548,Dwarf Planet,227.65,41.648,1983,Spitzer
Planet-27549,Exoplanet,100.03,45.001,1917,Voyager
Planet-27550,Exoplanet,987.88,99.685,1955,Hubble
Planet-27551,Terrestrial,459.04,93.133,1906,James Webb
Planet-27552,Ice Giant,797.03,26.619,1919,Spitzer
Planet-27553,Dwarf Planet,131.12,97.401,2007,Hubble
Planet-27554,Terrestrial,907.22,84.027,1987,TESS
Planet-27555,Dwarf Planet,28.71,89.116,1985,Hubble
Planet-27556,Gas Giant,507.13,15.558,1976,Hubble
Planet-27557,Exoplanet,232.06,8.863,2024,Galileo
Planet-27558,Dwarf Planet,205.9,63.582,1992,James Webb
Planet-27559,Exoplanet,470.46,23.566,1962,Ground Telescope
Planet-27560,Gas Giant,552.91,85.565,1913,James Webb
Planet-27561,Ice Giant,106.95,44.218,1947,Ground Telescope
Planet-27562,Exoplanet,211.07,0.914,1982,Chandra
Planet-27563,Terrestrial,368.84,72.642,1914,Chandra
Planet-27564,Exoplanet,921.37,90.357,2004,JWST
Planet-27565,Terrestrial,776.77,31.963,1962,Chandra
Planet-27566,Exoplanet,59.9,43.314,1950,Ground Telescope
Planet-27567,Exoplanet,824.63,50.287,1995,Spitzer
Planet-27568,Ice Giant,471.67,29.476,1989,JWST
Planet-27569,Gas Giant,925.57,30.61,2020,James Webb
Planet-27570,Terrestrial,643.57,65.572,1982,Galileo
Planet-27571,Gas Giant,316.8,57.166,1923,Kepler
Planet-27572,Dwarf Planet,710.08,63.334,1928,Voyager
Planet-27573,Dwarf Planet,712.18,54.956,2007,JWST
Planet-27574,Terrestrial,148.73,23.082,1924,Kepler
Planet-27575,Gas Giant,560.63,47.871,2005,Chandra
Planet-27576,Gas Giant,178.73,53.061,1948,Voyager
Planet-27577,Dwarf Planet,558.42,1.101,1977,Voyager
Planet-27578,Gas Giant,335.47,42.894,2022,Hubble
Planet-27579,Gas Giant,752.97,75.122,1964,JWST
Planet-27580,Dwarf Planet,130.39,87.939,1970,Voyager
Planet-27581,Exoplanet,599.61,32.073,1983,James Webb
Planet-27582,Terrestrial,650.21,82.75,1954,Kepler
Planet-27583,Exoplanet,505.04,39.354,1976,TESS
Planet-27584,Terrestrial,757.51,20.98,1932,JWST
Planet-27585,Ice Giant,678.87,95.812,1928,Ground Telescope
Planet-27586,Ice Giant,167.1,85.46,1960,JWST
Planet-27587,Ice Giant,45.67,43.822,2024,James Webb
Planet-27588,Terrestrial,840.84,49.01,1984,JWST
Planet-27589,Dwarf Planet,919.33,54.748,1943,James Webb
Planet-27590,Ice Giant,572.7,54.574,1992,Voyager
Planet-27591,Dwarf Planet,17.16,78.374,1929,Galileo
Planet-27592,Exoplanet,833.27,51.443,1961,Ground Telescope
Planet-27593,Gas Giant,626.36,53.833,2005,JWST
Planet-27594,Terrestrial,746.75,18.832,1937,Chandra
Planet-27595,Exoplanet,692.95,32.24,1999,Ground Telescope
Planet-27596,Exoplanet,676.52,17.185,1989,Spitzer
Planet-27597,Dwarf Planet,374.58,32.777,1943,Voyager
Planet-27598,Dwarf Planet,495.64,97.791,1980,Galileo
Planet-27599,Exoplanet,666.23,43.853,1974,Hubble
Planet-27600,Exoplanet,403.2,99.126,1952,Kepler
Planet-27601,Ice Giant,948.2,91.641,1907,JWST
Planet-27602,Ice Giant,944.01,18.505,1990,Kepler
Planet-27603,Ice Giant,510.37,84.052,1983,TESS
Planet-27604,Exoplanet,103.51,39.736,1913,Galileo
Planet-27605,Dwarf Planet,449.68,40.369,1915,Galileo
Planet-27606,Gas Giant,570.95,95.124,2004,Hubble
Planet-27607,Exoplanet,180.39,19.335,1957,Voyager
Planet-27608,Dwarf Planet,387.96,81.768,2009,Spitzer
Planet-27609,Dwarf Planet,351.69,56.644,1986,TESS
Planet-27610,Ice Giant,130.08,94.594,1908,Voyager
Planet-27611,Dwarf Planet,20.83,27.14,1955,Kepler
Planet-27612,Terrestrial,915.53,31.877,1962,Voyager
Planet-27613,Dwarf Planet,826.91,38.909,2009,Spitzer
Planet-27614,Ice Giant,336.17,33.465,1995,TESS
Planet-27615,Ice Giant,700.04,6.503,1991,James Webb
Planet-27616,Terrestrial,875.09,53.701,2019,Kepler
Planet-27617,Dwarf Planet,142.08,64.606,2000,James Webb
Planet-27618,Gas Giant,249.57,4.231,1901,Galileo
Planet-27619,Ice Giant,257.91,50.747,1987,Ground Telescope
Planet-27620,Gas Giant,197.08,91.037,1979,James Webb
Planet-27621,Gas Giant,856.73,21.339,1911,James Webb
Planet-27622,Gas Giant,840.01,60.025,1967,Kepler
Planet-27623,Dwarf Planet,667.47,97.102,1980,Spitzer
Planet-27624,Exoplanet,344.19,73.898,1931,Galileo
Planet-27625,Dwarf Planet,49.96,78.347,1982,James Webb
Planet-27626,Dwarf Planet,93.5,16.778,1988,TESS
Planet-27627,Terrestrial,209.36,71.419,2008,TESS
Planet-27628,Exoplanet,23.23,15.399,1982,Spitzer
Planet-27629,Gas Giant,927.88,69.523,2018,Voyager
Planet-27630,Gas Giant,942.47,82.947,1963,James Webb
Planet-27631,Exoplanet,947.85,81.059,1907,JWST
Planet-27632,Exoplanet,13.95,44.817,1914,TESS
Planet-27633,Exoplanet,517.71,36.24,1982,Chandra
Planet-27634,Ice Giant,634.04,97.458,2010,Galileo
Planet-27635,Dwarf Planet,212.16,99.905,1928,Voyager
Planet-27636,Terrestrial,840.58,7.397,1914,James Webb
Planet-27637,Exoplanet,82.37,52.904,1989,Chandra
Planet-27638,Exoplanet,732.16,83.614,2012,James Webb
Planet-27639,Exoplanet,310.23,12.342,2000,Ground Telescope
Planet-27640,Exoplanet,783.67,71.16,1934,Chandra
Planet-27641,Gas Giant,880.72,78.274,1995,Chandra
Planet-27642,Dwarf Planet,615.85,23.306,2003,TESS
Planet-27643,Gas Giant,73.29,72.445,1988,Kepler
Planet-27644,Dwarf Planet,831.65,81.057,1935,Galileo
Planet-27645,Dwarf Planet,447.3,21.484,1916,Chandra
Planet-27646,Dwarf Planet,126.6,6.007,1941,Chandra
Planet-27647,Terrestrial,101.99,45.658,1953,Kepler
Planet-27648,Gas Giant,767.17,43.411,1986,TESS
Planet-27649,Gas Giant,393.03,81.872,1933,TESS
Planet-27650,Ice Giant,818.66,22.296,2003,Voyager
Planet-27651,Ice Giant,544.01,36.854,2010,Chandra
Planet-27652,Ice Giant,554.07,41.879,1959,James Webb
Planet-27653,Gas Giant,189.6,96.993,1941,Kepler
Planet-27654,Gas Giant,408.35,2.783,2006,Galileo
Planet-27655,Ice Giant,129.77,56.097,1987,JWST
Planet-27656,Dwarf Planet,368.1,23.732,1954,Ground Telescope
Planet-27657,Dwarf Planet,120.93,41.218,1900,James Webb
Planet-27658,Ice Giant,329.56,52.514,1977,Kepler
Planet-27659,Exoplanet,441.02,19.927,1942,Ground Telescope
Planet-27660,Exoplanet,691.07,87.683,1905,James Webb
Planet-27661,Exoplanet,737.26,75.539,2024,Ground Telescope
Planet-27662,Ice Giant,423.74,30.604,1989,James Webb
Planet-27663,Ice Giant,904.04,94.725,1933,Hubble
Planet-27664,Dwarf Planet,465.5,3.954,1957,JWST
Planet-27665,Dwarf Planet,774.61,21.921,1905,Hubble
Planet-27666,Gas Giant,968.95,33.422,1943,TESS
Planet-27667,Exoplanet,871.51,77.129,1902,JWST
Planet-27668,Ice Giant,374.9,3.715,1964,Galileo
Planet-27669,Dwarf Planet,326.97,65.157,1901,JWST
Planet-27670,Terrestrial,773.1,72.941,2002,Hubble
Planet-27671,Gas Giant,158.06,47.504,1977,Voyager
Planet-27672,Exoplanet,843.58,65.016,2024,JWST
Planet-27673,Exoplanet,213.13,35.345,2003,Galileo
Planet-27674,Terrestrial,543.67,15.09,1994,Hubble
Planet-27675,Terrestrial,715.87,29.456,1986,James Webb
Planet-27676,Gas Giant,641.79,25.519,2009,Galileo
Planet-27677,Terrestrial,805.29,59.412,1975,TESS
Planet-27678,Dwarf Planet,755.85,68.196,1949,TESS
Planet-27679,Ice Giant,43.58,61.862,2001,Galileo
Planet-27680,Dwarf Planet,793.63,24.021,2020,Hubble
Planet-27681,Ice Giant,606.22,94.06,1956,JWST
Planet-27682,Ice Giant,146.24,95.378,2009,Galileo
Planet-27683,Terrestrial,998.05,30.44,1909,TESS
Planet-27684,Gas Giant,638.26,82.6,1997,Voyager
Planet-27685,Dwarf Planet,487.9,33.87,1903,Spitzer
Planet-27686,Gas Giant,834.67,80.143,1994,Hubble
Planet-27687,Gas Giant,449.35,51.353,1925,Spitzer
Planet-27688,Dwarf Planet,969.51,3.108,2011,Voyager
Planet-27689,Gas Giant,135.36,13.915,1910,Hubble
Planet-27690,Exoplanet,511.53,84.866,1987,James Webb
Planet-27691,Ice Giant,113.65,11.372,1968,Kepler
Planet-27692,Gas Giant,779.36,24.398,1941,Voyager
Planet-27693,Exoplanet,250.0,1.99,1949,Spitzer
Planet-27694,Exoplanet,243.63,51.539,2020,Voyager
Planet-27695,Dwarf Planet,393.9,1.646,1939,Kepler
Planet-27696,Gas Giant,653.95,69.933,1936,Voyager
Planet-27697,Ice Giant,688.65,41.083,1969,Ground Telescope
Planet-27698,Exoplanet,673.48,73.625,1988,Hubble
Planet-27699,Dwarf Planet,21.73,26.129,1918,JWST
Planet-27700,Exoplanet,295.84,86.293,1987,Chandra
Planet-27701,Terrestrial,898.93,33.683,1965,Chandra
Planet-27702,Gas Giant,941.44,31.158,1924,Voyager
Planet-27703,Dwarf Planet,49.08,3.707,2024,Voyager
Planet-27704,Terrestrial,766.9,92.801,1995,Voyager
Planet-27705,Gas Giant,122.36,31.133,1993,Hubble
Planet-27706,Ice Giant,229.72,70.993,1992,TESS
Planet-27707,Exoplanet,782.75,78.01,1944,Galileo
Planet-27708,Ice Giant,92.54,20.759,1914,Spitzer
Planet-27709,Terrestrial,133.13,41.727,1998,Voyager
Planet-27710,Dwarf Planet,620.99,46.091,2007,Hubble
Planet-27711,Ice Giant,804.87,6.802,1939,Chandra
Planet-27712,Gas Giant,985.92,94.196,2021,Hubble
Planet-27713,Gas Giant,458.69,84.607,1996,Ground Telescope
Planet-27714,Terrestrial,193.19,67.003,2015,Voyager
Planet-27715,Dwarf Planet,614.63,33.495,1992,Voyager
Planet-27716,Dwarf Planet,741.42,35.187,1904,Kepler
Planet-27717,Exoplanet,160.57,31.508,2010,Kepler
Planet-27718,Exoplanet,535.73,82.613,1950,Spitzer
Planet-27719,Gas Giant,612.51,33.78,2000,Voyager
Planet-27720,Gas Giant,39.57,12.245,2000,TESS
Planet-27721,Gas Giant,274.72,84.394,1988,JWST
Planet-27722,Exoplanet,977.56,93.645,2023,Ground Telescope
Planet-27723,Dwarf Planet,982.24,22.075,1928,Kepler
Planet-27724,Dwarf Planet,887.01,62.853,2011,Chandra
Planet-27725,Dwarf Planet,625.79,47.04,2008,Galileo
Planet-27726,Ice Giant,410.12,14.749,1972,Voyager
Planet-27727,Terrestrial,773.53,0.558,2011,Ground Telescope
Planet-27728,Exoplanet,174.78,76.461,2008,Kepler
Planet-27729,Terrestrial,812.43,57.333,1950,TESS
Planet-27730,Gas Giant,337.76,40.227,1936,Kepler
Planet-27731,Gas Giant,145.1,54.079,1961,Ground Telescope
Planet-27732,Terrestrial,298.2,78.207,2017,JWST
Planet-27733,Terrestrial,424.4,16.833,1963,TESS
Planet-27734,Exoplanet,533.46,19.24,2013,Spitzer
Planet-27735,Terrestrial,538.72,32.543,2000,Hubble
Planet-27736,Dwarf Planet,618.7,21.284,1928,Kepler
Planet-27737,Terrestrial,514.3,41.949,2011,Kepler
Planet-27738,Gas Giant,797.91,63.093,1914,Chandra
Planet-27739,Ice Giant,948.45,28.217,1949,TESS
Planet-27740,Terrestrial,203.81,65.24,1986,Hubble
Planet-27741,Gas Giant,396.76,71.163,1972,James Webb
Planet-27742,Dwarf Planet,931.66,44.985,1956,James Webb
Planet-27743,Exoplanet,658.3,38.368,1917,Hubble
